id,title,agency,category,amount,city,eligible_identity,min_age,max_age,income_limit,housing_status,family_status,description,apply_url,source_url,updated_at
yth_013,青年公益服務替代役,內政部,青年,每月服務加給,全國,役齡男青年,18,36,一般,,,役齡男性可申請公益服務替代役，服務於政府機關或非營利組織，享有服役期間加給。,https://www.nca.gov.tw/,https://www.nca.gov.tw/,2026-05-09
yth_014,青年社會企業輔導,行政院社會創新,青年,"最高500,000元",全國,青年社企創辦人,18,40,一般,,,青年創辦社會企業，可申請政府輔導補助最高50萬元，並媒合投資人與資源。,https://si.taiwan.gov.tw/,https://si.taiwan.gov.tw/,2026-05-09
yth_015,青年健康檢查補助,衛福部國健署,青年,免費健檢,全國,青年,18,35,一般,,,18-35歲青年每3年可免費進行成人健康檢查，及早發現代謝症候群等健康問題。,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
yth_016,青年勞動權益宣導（免費諮詢）,勞動部,青年,免費服務,全國,青年勞工,15,35,一般,,,青年勞工可免費諮詢勞動條件、資遣、霸凌等權益問題，勞動部提供線上及電話服務。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
yth_017,青年國際參與補助（NGO實習）,外交部,青年,"最高120,000元",全國,青年,18,35,一般,,,青年赴國際NGO實習或參與國際會議，外交部補助機票、住宿費用最高12萬元。,https://www.mofa.gov.tw/,https://www.mofa.gov.tw/,2026-05-09
yth_018,早療通報獎勵（青年親子）,衛福部,青年,免費評估+補助,全國,0-6歲特殊需求兒童家長,18,40,一般,,有子女,0-6歲兒童疑有發展遲緩，通報後可獲免費評估、早期療育補助及親子支持服務。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
yth_019,青年心理健康補助,衛福部,青年,最高6次免費諮商,全國,青年,15,30,一般,,,政府擴大青年心理健康支持，15-30歲青年每年可免費使用6次心理諮商服務。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
yth_020,青年首購住宅稅捐優惠,財政部,青年,地價稅/房屋稅優惠,全國,青年首購族,18,40,一般,自有住宅,,首次購買自用住宅的青年，前3年地價稅及房屋稅享有優惠稅率，減輕購屋初期負擔。,https://www.mof.gov.tw/,https://www.mof.gov.tw/,2026-05-09
yth_021,青年技職專班補助,教育部技職司,青年,學費減免50%,全國,青年,15,25,一般,,,青年參加政府補助的技職專班課程，學費減免50%，並享有業界師資、職場實習機會。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
yth_022,青年數位就業獎勵,數位部/勞動部,青年,"最高36,000元",全國,青年,18,30,一般,,,"青年取得政府認可數位技能證照並就業，可獲一次性就業獎勵金最高36,000元。",https://www.moda.gov.tw/,https://www.moda.gov.tw/,2026-05-09
yth_023,青年文化體驗補助,文化部,青年,"最高3,000元券",全國,青年,18,35,一般,,,"政府發放青年文化體驗補助券，可用於購票觀賞表演藝術、參觀展覽，面額最高3,000元。",https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
yth_024,學生創新創業競賽獎金,各部會/大學,青年,最高50萬獎金,全國,在學學生,18,30,一般,,,參加政府或大學舉辦的創新創業競賽，獲獎可得獎金最高50萬元，及創業輔導資源。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
yth_025,青年公共參與補助,行政院青年諮詢委員會,青年,"最高50,000元/案",全國,青年,18,35,一般,,,青年提出公共議題解決方案，可申請行政院補助最高5萬元執行公共參與行動。,https://www.ey.gov.tw/,https://www.ey.gov.tw/,2026-05-09
biz_001,中小企業創業貸款（信保基金）,經濟部中小企業處,創業企業,"最高1,000萬元",全國,中小企業主,20,65,一般,,自營,"中小企業透過信用保證基金擔保，向銀行申請創業貸款最高1,000萬元，利率優惠。",https://www.smeg.org.tw/,https://www.smeg.org.tw/,2026-05-09
biz_002,SBIR 小型企業創新研發補助,經濟部,創業企業,最高500萬元,全國,新創企業,0,0,一般,,,SBIR計畫補助中小企業研發創新，Phase 1最高100萬，Phase 2最高500萬，免回收。,https://www.sbir.org.tw/,https://www.sbir.org.tw/,2026-05-09
biz_003,新創加速器進駐補助,國發會/經濟部,創業企業,最高300萬元,全國,新創公司,0,0,一般,,,新創公司進駐政府認可加速器，可獲最高300萬元補助、法律財務顧問、辦公空間。,https://startup.gov.tw/,https://startup.gov.tw/,2026-05-09
biz_004,科技新創天使投資媒合,國發基金,創業企業,"投資最高2,000萬",全國,科技新創,0,0,一般,,,"符合條件的科技新創可獲國發基金天使投資，金額最高2,000萬元，政府共同投資。",https://www.ndf.gov.tw/,https://www.ndf.gov.tw/,2026-05-09
biz_005,工廠輔導轉型補助,經濟部工業局,創業企業,最高300萬元,全國,製造業者,0,0,一般,,,製造業工廠導入智慧製造或環保設備轉型，補助費用最高300萬元，提升競爭力。,https://www.moeaidb.gov.tw/,https://www.moeaidb.gov.tw/,2026-05-09
biz_006,數位轉型補助（ITSA）,數位部/經濟部,創業企業,最高200萬元,全國,中小企業,0,0,一般,,,中小企業導入ERP、雲端、數位行銷等系統，政府補助費用最高50%，上限200萬元。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
biz_007,出口拓銷補助（貿協）,經濟部國際貿易署,創業企業,最高50萬元,全國,出口企業,0,0,一般,,,企業參加國際展覽或拓銷海外市場，可獲政府補助攤位費、機票費最高50萬元。,https://www.tradevan.com.tw/,https://www.trade.gov.tw/,2026-05-09
biz_008,社會企業發展補助,行政院社會創新,創業企業,最高500萬元,全國,社會企業,0,0,一般,,,解決社會問題的社會企業可申請政府補助最高500萬元，及媒合顧問、採購優先等資源。,https://si.taiwan.gov.tw/,https://si.taiwan.gov.tw/,2026-05-09
biz_009,研發投資抵減稅額（大企業）,財政部/科技部,創業企業,抵減15%-35%,全國,研發型企業,0,0,一般,,,企業研發支出可抵減應納稅額15%-35%，新創公司適用較高抵減率，有效降低稅負。,https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
biz_010,進駐科學園區優惠,國科會科管局,創業企業,租金優惠+補助,全國,科技企業,0,0,一般,,,進駐科學園區的企業享有租金優惠（低於市場30%-50%）、設備補助、簡化行政流程。,https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
biz_011,綠色產業補助（淨零轉型）,環境部/經濟部,創業企業,最高500萬元,全國,製造業、服務業,0,0,一般,,,企業推動淨零轉型、減碳措施，可申請政府補助最高500萬元，及碳中和認證輔導。,https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
biz_012,中小企業輔導（免費顧問）,經濟部中小企業處,創業企業,免費顧問服務,全國,中小企業,0,0,一般,,,政府指派專業顧問免費輔導中小企業，提供財務、人資、行銷、生產等管理諮詢。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
biz_013,微型企業貸款（100萬以下）,各縣市政府,創業企業,最高100萬元,全國,微型業者,20,65,一般,,自營,五人以下微型企業或個人工作室，可申請縣市政府微型貸款最高100萬元，利率1.5%。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
biz_014,農業加值業者貸款,農業部,創業企業,"最高3,000萬元",全國,農業加值業者,0,0,一般,,,"從事農產品加工、行銷、農業科技的業者，可申請農業部低利貸款最高3,000萬元。",https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
biz_015,智慧財產權補助（專利申請）,智慧財產局,創業企業,最高10萬元/件,全國,企業/個人,0,0,一般,,,政府補助國內外專利申請費用最高10萬元/件，鼓勵企業及個人保護創新研發成果。,https://www.tipo.gov.tw/,https://www.tipo.gov.tw/,2026-05-09
biz_016,文創業者貸款補助,文化部,創業企業,最高500萬元,全國,文創業者,0,0,一般,,,文化創意產業業者可申請文化部低利貸款最高500萬元，利率優惠，寬限期3年。,https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
biz_017,觀光業者補助（品質提升）,交通部觀光署,創業企業,最高200萬元,全國,觀光業者,0,0,一般,,,旅館、民宿、旅行社等觀光業者申請品質提升補助，最高200萬元，改善設施與服務。,https://www.tourism.gov.tw/,https://www.tourism.gov.tw/,2026-05-09
biz_018,電商平台開店補助,經濟部,創業企業,最高10萬元,全國,中小企業/個人賣家,0,0,一般,,,業者上架政府認可電商平台，可獲最高10萬元開店補助，含平台費、廣告費、教育訓練。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
biz_019,地方創生補助,國發會,創業企業,"最高1,000萬元",地方,地方創生業者,0,0,一般,,,"在偏鄉、地方從事特色產業或社區活化的業者，可申請地方創生補助最高1,000萬元。",https://www.ndc.gov.tw/,https://www.ndc.gov.tw/,2026-05-09
biz_020,職場環境改善補助（勞安）,勞動部,創業企業,最高100萬元,全國,雇主,0,0,一般,,,雇主改善職場安全衛生設備，可申請勞動部補助最高100萬元，降低職業災害風險。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
biz_021,聘僱身障員工補助,衛福部身障司,創業企業,"最高30,000/月",全國,雇主,0,0,一般,,,"雇主聘僱身心障礙者，可獲政府補助每人每月最高30,000元，期間最長12個月。",https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
biz_022,企業ESG輔導補助,金管會/環境部,創業企業,最高100萬元,全國,上市櫃及中大型企業,0,0,一般,,,企業推動ESG、永續報告書、碳盤查，政府補助輔導費用最高100萬元，並提供顧問諮詢。,https://www.fsc.gov.tw/,https://www.fsc.gov.tw/,2026-05-09
biz_023,新型態就業職缺補助,勞動部,創業企業,"最高50,000/月",全國,雇主,0,0,一般,,,"雇主創造青年、中高齡等特定族群就業職缺，政府補助薪資最高50,000元/月，期間6-12個月。",https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
biz_024,新創外國人才簽證（Gold Card）,國發會,創業企業,3年居留+工作證,全國,外國專業人才,0,0,一般,,,高薪或高技術外國人才可申請就業金卡（Gold Card），3年居留+自由工作許可，免雇主擔保。,https://foreigntalentact.ndc.gov.tw/,https://foreigntalentact.ndc.gov.tw/,2026-05-09
biz_025,企業人才培訓補助（職能發展）,勞動部,創業企業,最高70%訓練費,全國,雇主,0,0,一般,,,雇主辦理員工職能訓練，可申請勞動部補助最高70%訓練費，鼓勵企業人才投資。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
biz_026,農業科技新創補助（AgTech）,農業部/國科會,創業企業,最高500萬元,全國,農業科技新創,0,0,一般,,,從事精準農業、農業物聯網、AI農業的新創企業，可申請補助最高500萬元及示範場域。,https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
biz_027,零售業數位化補助,經濟部商業司,創業企業,最高50萬元,全國,零售業者,0,0,一般,,,傳統零售業者導入POS、線上訂購、會員系統等數位工具，補助費用最高50萬元。,https://www.moea.gov.tw/,https://www.moea.gov.tw/,2026-05-09
biz_028,餐飲業設備補助,經濟部,創業企業,最高50萬元,全國,餐飲業者,0,0,一般,,,合法登記餐飲業者購置食品安全、節能、數位點餐等設備，補助費用最高50萬元。,https://www.moea.gov.tw/,https://www.moea.gov.tw/,2026-05-09
biz_029,社區產業輔導補助,各縣市政府,創業企業,最高100萬元,地方,社區型業者,0,0,一般,,,從事地方特色產業、社區工藝的業者，可申請縣市政府社區產業補助最高100萬元。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
biz_030,中小企業海外拓點補助,經濟部,創業企業,最高300萬元,全國,中小企業,0,0,一般,,,中小企業赴東南亞、新南向國家設立據點，政府補助考察、設點費用最高300萬元。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
biz_031,新創加速器天使基金,國發基金,創業企業,最高500萬元,全國,早期新創,0,0,一般,,,超早期新創可申請國發基金天使投資，最高500萬元，換取股份比例低於一般市場。,https://www.ndf.gov.tw/,https://www.ndf.gov.tw/,2026-05-09
biz_032,文化部影視音補助,文化部,創業企業,"最高2,000萬元",全國,影視音業者,0,0,一般,,,"電影、電視、音樂製作業者可申請文化部補助最高2,000萬元，協助優質內容製作。",https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
biz_033,電動車充電站建置補助,交通部,創業企業,最高100萬元/站,全國,充電設施業者,0,0,一般,,,業者建置公共電動車充電站，政府補助設備費用最高100萬元/站，加速充電基礎建設。,https://www.motc.gov.tw/,https://www.motc.gov.tw/,2026-05-09
biz_034,循環經濟創業補助,環境部,創業企業,最高300萬元,全國,循環經濟業者,0,0,一般,,,從事廢棄物再利用、資源循環的業者，可申請環境部補助最高300萬元，促進循環經濟。,https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
biz_035,生技醫療新創補助,衛福部/科技部,創業企業,最高500萬元,全國,生技醫療新創,0,0,一般,,,從事新藥、醫材、數位健康的新創企業，可申請政府補助最高500萬元及臨床試驗支援。,https://www.fda.gov.tw/,https://www.fda.gov.tw/,2026-05-09
biz_036,半導體業人才培育補助,教育部/科技部,創業企業,補助訓練費80%,全國,半導體相關企業,0,0,一般,,,半導體、IC設計業者送員工參加專業訓練，政府補助訓練費用80%，每人每年上限10萬元。,https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
biz_037,婦女創業加碼補助,各縣市政府,創業企業,最高50萬元,全國,婦女創業者,20,65,一般,,,各縣市對婦女創業者提供額外補助，台北市最高50萬元，搭配輔導服務，高於一般創業補助。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
biz_038,原住民族產業輔導補助,原民會,創業企業,最高100萬元,全國,原住民業者,0,0,一般,,原住民,原住民族從事傳統工藝、農業、文化旅遊等產業，可申請原民會補助最高100萬元。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
biz_039,外銷品牌建立補助,經濟部貿易署,創業企業,最高200萬元,全國,外銷企業,0,0,一般,,,企業建立自有品牌拓展國際市場，政府補助品牌設計、海外認證、展覽費用最高200萬元。,https://www.trade.gov.tw/,https://www.trade.gov.tw/,2026-05-09
biz_040,遠端工作空間補助（共享辦公）,數位部/各縣市,創業企業,"最高5,000/月",地方,數位游牧/自由工作者,0,0,一般,,,"在偏鄉或地方使用共享辦公空間，政府補助每月最高5,000元，鼓勵人才分散至地方。",https://www.moda.gov.tw/,https://www.moda.gov.tw/,2026-05-09
tra_001,電動機車購買補助,環境部/各縣市,交通環保,"最高7,000元",全國,一般民眾,18,0,一般,,,"購買電動機車可獲中央補助5,000元，各縣市額外加碼最高2,000元，合計最高7,000元。",https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
tra_002,電動汽車購買補助,環境部,交通環保,"最高70,000元",全國,一般民眾,18,0,一般,,,"購買電動汽車可獲政府補助最高70,000元（依車型），搭配汰舊換新另有加碼優惠。",https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
tra_003,老舊機車汰換補助,環境部,交通環保,"最高4,000元",全國,老舊機車車主,18,0,一般,,,"汰換老舊二行程或高污染機車，換購電動車可獲補助最高4,000元，補助至額度用完。",https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
tra_004,老舊柴油車汰換補助,環境部,交通環保,最高20萬元,全國,貨車/公車業者,0,0,一般,,,汰換高污染老舊柴油貨車或公車，補助最高20萬元，改善空氣品質目標。,https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
tra_005,太陽能板安裝補助,經濟部能源署,交通環保,最高30萬元,全國,住宅屋主,0,0,一般,自有住宅,,住宅屋頂安裝太陽能光電板，政府補助安裝費用最高30萬元，另有躉售電價保障收入。,https://www.moeaea.gov.tw/,https://www.moeaea.gov.tw/,2026-05-09
tra_006,節能家電補助（汰換）,經濟部能源署,交通環保,"最高3,000元/台",全國,一般民眾,18,0,一般,,,"汰換舊冷氣、冰箱、熱水器等，換購節能標章家電，補助每台最高3,000元。",https://www.moeaea.gov.tw/,https://www.moeaea.gov.tw/,2026-05-09
tra_007,綠建築建置補助,內政部建研所,交通環保,最高100萬元,全國,建築業主,0,0,一般,,,建築取得綠建築標章，政府補助設計或改建費用最高100萬元，並享有容積率獎勵。,https://www.cpami.gov.tw/,https://www.cpami.gov.tw/,2026-05-09
tra_008,公共運輸月票補助,交通部,交通環保,"月票1,200元",全國,通勤族,0,0,一般,,,"全台公共運輸定期票（公車+捷運+台鐵）每月1,200元無限搭乘，政府大幅補貼差額。",https://www.motc.gov.tw/,https://www.motc.gov.tw/,2026-05-09
tra_009,身心障礙者公車免費搭乘,各縣市政府,交通環保,免費,全國,身心障礙者,0,0,一般,,身心障礙,持身心障礙手冊者，搭乘縣市公車免費，部分縣市台鐵及高鐵另有折扣優惠。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
tra_010,中低收入戶汽燃費補助,財政部/各縣市,交通環保,"最高1,200元/年",全國,中低收入戶,0,0,中低收入戶,,,"中低收入戶自用小客車及機車燃料使用費，政府補貼全額或部分費用，每年最高1,200元。",https://www.gov.tw/,https://www.gov.tw/,2026-05-09
tra_011,自行車道建設補助（縣市）,交通部,交通環保,建設費補助,全國,縣市政府,0,0,一般,,,政府補助縣市建設自行車道，間接促進民眾騎自行車通勤，降低碳排放。,https://www.motc.gov.tw/,https://www.motc.gov.tw/,2026-05-09
tra_012,電動巴士補助（公車業者）,交通部,交通環保,最高500萬元/輛,全國,公車業者,0,0,一般,,,公車業者購置電動巴士，政府補助每輛最高500萬元，加速公車電動化目標。,https://www.motc.gov.tw/,https://www.motc.gov.tw/,2026-05-09
tra_013,太陽能熱水器安裝補助,經濟部能源署,交通環保,"最高10,000元",全國,住宅屋主,0,0,一般,,,"住宅安裝太陽能熱水器，政府補助最高10,000元，每年節省瓦斯費約3,000-5,000元。",https://www.moeaea.gov.tw/,https://www.moeaea.gov.tw/,2026-05-09
tra_014,儲能設備補助（家用電池）,經濟部能源署,交通環保,"最高50,000元",全國,一般民眾,18,0,一般,,,"住宅安裝家用儲能電池系統，政府補助安裝費用最高50,000元，搭配太陽能板效益更高。",https://www.moeaea.gov.tw/,https://www.moeaea.gov.tw/,2026-05-09
tra_015,空氣清淨機補助（偏鄉）,環境部,交通環保,"最高3,000元",偏遠地區,偏鄉居民,0,0,一般,,,"空污嚴重地區或偏鄉弱勢家庭，政府補助購置空氣清淨機最高3,000元。",https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
tra_016,企業碳排減量補助,環境部,交通環保,最高500萬元,全國,企業,0,0,一般,,,企業推動碳排減量、導入節能設備，政府補助費用最高500萬元，符合淨零目標。,https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
tra_017,低碳旅遊補助（環島火車）,交通部觀光署,交通環保,折扣優惠,全國,一般民眾,0,0,一般,,,選擇火車或大眾運輸進行環島旅遊，享有政府補貼折扣，鼓勵低碳旅遊方式。,https://www.tourism.gov.tw/,https://www.tourism.gov.tw/,2026-05-09
tra_018,海島離島居民交通補助,交通部,交通環保,最高50%票價,離島,離島居民,0,0,一般,,,澎湖、金門、馬祖、蘭嶼等離島居民搭機或搭船往返台灣本島，票價補助最高50%。,https://www.motc.gov.tw/,https://www.motc.gov.tw/,2026-05-09
tra_019,垃圾分類資源回收獎勵,環境部,交通環保,回收金,全國,一般民眾,0,0,一般,,,確實執行垃圾分類資源回收，可在回收站兌換點數或回收金，廢鐵、廢紙、廢瓶均可。,https://www.epa.gov.tw/,https://www.epa.gov.tw/,2026-05-09
tra_020,綠能屋頂租賃補助,經濟部能源署,交通環保,每年電費收入,全國,住宅屋主,0,0,一般,自有住宅,,屋主將屋頂租給業者安裝太陽能板，每年可收取租金或電費收益，完全無需自行投資。,https://www.moeaea.gov.tw/,https://www.moeaea.gov.tw/,2026-05-09
tra_021,中高齡駕照更新補助,交通部公路局,交通環保,免費換照,全國,中高齡駕駛,60,0,一般,,,60歲以上駕駛換領大字體版駕照免費，並可免費參加道路安全課程，確保行車安全。,https://www.thb.gov.tw/,https://www.thb.gov.tw/,2026-05-09
tra_022,電動自行車補助,各縣市政府,交通環保,"最高3,000元",全國,一般民眾,18,0,一般,,,"部分縣市補助購置電動輔助自行車（電輔車），每台最高3,000元，促進綠色通勤。",https://www.gov.tw/,https://www.gov.tw/,2026-05-09
tra_023,污水下水道接管補助,內政部,交通環保,"最高10,000元",全國,住宅屋主,0,0,一般,,,"住宅接通公共污水下水道，政府補助接管費用最高10,000元，改善水資源污染問題。",https://www.cpami.gov.tw/,https://www.cpami.gov.tw/,2026-05-09
tra_024,省水設備補助（馬桶/蓮蓬頭）,經濟部水利署,交通環保,"最高3,000元",全國,一般民眾,0,0,一般,,,"更換省水馬桶、省水蓮蓬頭等節水設備，政府補助費用最高3,000元，每年節省水費。",https://www.wra.gov.tw/,https://www.wra.gov.tw/,2026-05-09
tra_025,濕地生態保育補助（農地休耕）,農業部,交通環保,"最高45,000/公頃",全國,農地地主,0,0,一般,,農民,"農地轉為濕地生態保育用途，政府補助每公頃每年最高45,000元休耕給付，保護生態。",https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
oth_001,藝術家工作室租金補助,文化部,其他,"最高30,000/月",全國,藝術工作者,20,65,一般,,,"專職藝術創作者租用工作室，政府補助租金最高30,000元/月，期間最長2年。",https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
oth_002,公民記者採訪補助,文化部,其他,"最高100,000元/案",全國,公民記者,18,65,一般,,,公民記者調查重要公共議題，可申請文化部補助採訪費用最高10萬元，促進媒體多元。,https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
oth_003,NGO非政府組織運作補助,各部會,其他,最高300萬元/年,全國,非政府組織,0,0,一般,,,合法登記之非政府組織可申請政府計畫補助，用於公益服務、倡議、研究，最高300萬元/年。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
oth_004,社區發展協會補助,衛福部/內政部,其他,最高50萬元/年,全國,社區發展協會,0,0,一般,,,社區發展協會推動社區營造、長照、兒童照顧等活動，政府補助每年最高50萬元。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
oth_005,法律扶助（弱勢民眾）,法律扶助基金會,其他,免費法律服務,全國,弱勢民眾,0,0,中低收入戶,,,中低收入戶、特定弱勢族群可免費獲得法律扶助基金會諮詢、調解、訴訟代理服務。,https://www.laf.org.tw/,https://www.laf.org.tw/,2026-05-09
oth_006,訴訟法律扶助（刑事）,法律扶助基金會,其他,免費辯護,全國,刑事被告,0,0,一般,,,經濟困難的刑事被告可申請法律扶助，免費獲得律師辯護，保障訴訟平等權。,https://www.laf.org.tw/,https://www.laf.org.tw/,2026-05-09
oth_007,社會救助急難救助金（全國）,衛福部,其他,"最高30,000元",全國,急難家庭,0,0,一般,,,遭受急難（死亡、重病、失業）的家庭，可申請政府急難救助金，最高3萬元，快速撥款。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
oth_008,更生人就業補助,法務部/勞動部,其他,"最高30,000/月",全國,更生人,18,65,一般,,,"出獄後的更生人就業，雇主可獲政府補助薪資最高30,000元/月，更生人本身另有輔導。",https://www.mjib.gov.tw/,https://www.mjib.gov.tw/,2026-05-09
oth_009,街友緊急安置服務,各縣市社會局,其他,免費安置,全國,街友,0,0,一般,,,無家可歸者可至社會局申請緊急安置，提供住所、餐食、就業輔導等免費服務。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
oth_010,天然災害受災補助,行政院/各縣市,其他,最高100萬元,全國,天災受災者,0,0,一般,,,颱風、地震等天然災害造成房屋毀損，政府補助修繕費最高100萬元，受難者另有慰問金。,https://www.nfa.gov.tw/,https://www.nfa.gov.tw/,2026-05-09
oth_011,服役軍人家屬照顧補助,國防部,其他,生活補助,全國,服役軍人家屬,0,0,一般,,,義務役服役期間，家中有困難（重病長輩、幼小子女）者，可申請軍人家屬照顧補助。,https://www.mnd.gov.tw/,https://www.mnd.gov.tw/,2026-05-09
oth_012,圖書館閱讀補助（數位閱讀）,文化部,其他,電子書免費借閱,全國,一般民眾,0,0,一般,,,持圖書館借閱證，可免費借閱電子書、有聲書，政府補助平台費用，促進全民閱讀。,https://www.nlpi.edu.tw/,https://www.nlpi.edu.tw/,2026-05-09
oth_013,運動設施使用補助（偏鄉）,教育部體育署,其他,免費或低廉,偏遠地區,偏鄉居民,0,0,一般,,,政府在偏鄉地區建置運動設施，居民免費使用游泳池、健身房、球場等，促進健康。,https://www.sa.gov.tw/,https://www.sa.gov.tw/,2026-05-09
oth_014,數位包容網路補助（偏鄉）,數位部,其他,免費或低廉上網,偏遠地區,偏鄉居民,0,0,一般,,,政府補助偏鄉地區建置寬頻網路，居民可低廉費用（月繳299元以下）使用高速網路。,https://www.moda.gov.tw/,https://www.moda.gov.tw/,2026-05-09
oth_015,文化藝術表演補助（進場）,文化部,其他,最高500元/場,全國,一般民眾,0,0,一般,,,政府補助民眾進場觀賞藝文表演，每場最高補助500元，每年最多補助6場次。,https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
oth_016,宗教文化資產修繕補助,文化部,其他,最高500萬元,全國,宗教場所,0,0,一般,,,具文化資產身份的廟宇、教堂等宗教場所，申請修繕補助最高500萬元，保存文化遺產。,https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
oth_017,社會住宅輪候補助（等候期）,內政部,其他,等候期租補,全國,社宅輪候者,0,0,一般,租屋,,申請社會住宅輪候期間，政府提供臨時租金補助，避免等候期間無處棲身。,https://www.socialhousing.gov.tw/,https://www.socialhousing.gov.tw/,2026-05-09
oth_018,運動員培訓補助,教育部體育署,其他,最高100萬元/年,全國,競技運動員,0,0,一般,,,國家代表隊及潛力運動員享有政府每年最高100萬元培訓補助，含訓練費、賽事費、生活費。,https://www.sa.gov.tw/,https://www.sa.gov.tw/,2026-05-09
oth_019,里民活動辦理補助,各縣市政府,其他,最高5萬元/活動,全國,里辦公處,0,0,一般,,,里辦公處辦理里民活動、社區聯誼，可向縣市政府申請補助每次最高5萬元。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
oth_020,消費者保護申訴補助,行政院消費者保護會,其他,免費申訴服務,全國,消費者,0,0,一般,,,消費者遭受不公平交易或商品瑕疵，可免費向消保會申訴，協助調解，節省律師費。,https://www.cpc.ey.gov.tw/,https://www.cpc.ey.gov.tw/,2026-05-09
